PID,id,Block,Type,Trial,Cue Time,Action,Action Time,Reward,Reward Time,RT,Spin Speed,Craving Rating,Mood Rating,pid_db,Q_left,Q_right,PE
5bfadc1846911f0001d7d1eb,341,1,money,14,1647966342.115,1,1647966343.683,1,1647966348.238,1.568000078201294,slow,-1.0,-1.0,5,0.5703861054662046,0.6244646212275924,0.5017097899202343
5bfadc1846911f0001d7d1eb,343,1,money,15,1647966349.288,1,1647966353.676,1,1647966356.713,4.388000011444092,fast,-1.0,-1.0,5,0.5306512724034554,0.7189075765650155,0.3755353787724076
5bfadc1846911f0001d7d1eb,346,1,money,16,1647966357.747,0,1647966359.183,1,1647966362.218,1.436000108718872,fast,-1.0,-1.0,5,0.6486872376511955,0.5953284134138693,0.46934872759654456
5bfadc1846911f0001d7d1eb,349,1,money,17,1647966363.253,0,1647966363.62,0,1647966368.174,0.366999864578247,slow,35.0,31.0,5,0.48554963923446404,0.5415129825408606,-0.6486872376511955
5bfadc1846911f0001d7d1eb,351,1,money,18,1647966377.434,0,1647966379.402,0,1647966383.924,1.9679999351501465,slow,-1.0,-1.0,5,0.36343932557447267,0.5180777971406694,-0.48554963923446404
5bfadc1846911f0001d7d1eb,355,1,money,19,1647966384.958,0,1647966387.177,0,1647966391.698,2.219000101089477,slow,-1.0,-1.0,5,0.2720383925777037,0.5078723986920844,-0.36343932557447267
5bfadc1846911f0001d7d1eb,359,1,money,20,1647966392.733,0,1647966410.0,0,1647966413.053,17.26699995994568,fast,-1.0,-1.0,5,0.20362377384253766,0.5034282197485063,-0.2720383925777037
5bfadc1846911f0001d7d1eb,365,1,money,21,1647966414.087,0,1647966432.339,0,1647966435.358,18.252000093460083,fast,-1.0,-1.0,5,0.1524146679481417,0.5014928983025041,-0.20362377384253766
5bfadc1846911f0001d7d1eb,371,1,money,22,1647966436.395,0,1647966438.328,0,1647966442.849,1.933000087738037,slow,32.0,34.0,5,0.11408408049497325,0.5006501174093612,-0.1524146679481417
5bfadc1846911f0001d7d1eb,376,1,money,23,1647966457.463,0,1647966473.012,0,1647966477.534,15.549000024795532,slow,-1.0,-1.0,5,0.08539320786902138,0.5002831087993371,-0.11408408049497325
5bfadc1846911f0001d7d1eb,381,1,money,24,1647966478.568,0,1647966485.742,0,1647966490.263,7.174000024795532,slow,29.0,-1.0,5,0.06391776940765363,0.5001232863342959,-0.08539320786902138
5bfadc1846911f0001d7d1eb,386,1,money,25,1647966494.2,0,1647966494.667,0,1647966497.687,0.4670000076293945,fast,42.0,11.0,5,0.047843163970563256,0.5000536879117135,-0.06391776940765363
5bfadc1846911f0001d7d1eb,387,1,money,26,1647966507.497,1,1647966508.732,1,1647966511.752,1.2350001335144043,fast,-1.0,-1.0,5,0.3030977526256631,0.6257846040720223,0.49994631208828655
5bfadc1846911f0001d7d1eb,391,1,money,27,1647966512.786,1,1647966517.391,0,1647966522.846,4.605000019073486,slow,-1.0,-1.0,5,0.41425432077612,0.4684067623186918,-0.6257846040720223
5bfadc1846911f0001d7d1eb,402,1,money,28,1647966523.914,1,1647966551.475,0,1647966555.996,27.560999870300293,slow,-1.0,-1.0,5,0.46266004271862476,0.35060769082236465,-0.4684067623186918
5bfadc1846911f0001d7d1eb,407,1,money,29,1647966557.03,0,1647966558.148,1,1647966561.167,1.118000030517578,fast,35.0,-1.0,5,0.597795043187631,0.43494363222321575,0.5373399572813753
5bfadc1846911f0001d7d1eb,411,1,money,30,1647966568.858,0,1647966570.059,1,1647966574.581,1.2009999752044678,slow,-1.0,-1.0,5,0.6989450996667084,0.4716696862669433,0.402204956812369
5bfadc1846911f0001d7d1eb,421,1,money,31,1647966575.615,0,1647966582.872,1,1647966585.925,7.256999969482422,fast,36.0,20.0,5,0.7746570461662174,0.48766290366890364,0.30105490033329163
5bfadc1846911f0001d7d1eb,425,1,money,32,1647966602.659,0,1647966603.743,1,1647966608.265,1.0840001106262207,slow,39.0,-1.0,5,0.8313282833585589,0.4946275234606684,0.22534295383378256
5bfadc1846911f0001d7d1eb,427,1,money,33,1647966612.285,1,1647966613.169,0,1647966617.707,0.8839998245239258,slow,-1.0,-1.0,5,0.6442846340329003,0.3702342232620018,-0.4946275234606684
5bfadc1846911f0001d7d1eb,435,1,money,34,1647966618.742,1,1647966619.159,0,1647966622.178,0.4169998168945312,fast,35.0,18.0,5,0.5628321114243029,0.2771244493540957,-0.3702342232620018
5bfadc1846911f0001d7d1eb,436,1,money,35,1647966633.74,1,1647966634.958,1,1647966637.978,1.2179999351501465,fast,-1.0,-1.0,5,0.5273617093912842,0.4589195802611664,0.7228755506459044
5bfadc1846911f0001d7d1eb,447,1,money,36,1647966639.012,1,1647966641.615,0,1647966646.136,2.6029999256134038,slow,50.0,-1.0,5,0.5119152949637072,0.3435064291387486,-0.4589195802611664
5bfadc1846911f0001d7d1eb,453,1,money,37,1647966665.055,1,1647966665.989,1,1647966669.009,0.9340000152587892,fast,43.0,-1.0,5,0.5051887932892589,0.5086072332090097,0.6564935708612514
5bfadc1846911f0001d7d1eb,455,1,money,38,1647966675.833,1,1647966676.517,1,1647966679.536,0.6840000152587891,fast,-1.0,-1.0,5,0.5022595811417732,0.6321870282176181,0.4913927667909903
